Item_name,Item_href,Brand,Model,Energy_Efficiency,Capacity,Noise_Level,Installation_Type,Part_No,Color,Control_Console,Voltage,Wattage,ASIN,Best_Sellers_Rank_Category_AC,Best_Sellers_Rank_Category_home_kitchen,MRP,Offer_Price,No_of_Reviews,Review_1,Review_2,Review_3,Review_4,Review_5,Review_6,Review_7,Review_8,good_service,bad_service,good_installation,bad_installation,good_cooling,bad_cooling,noise
"Panasonic CS-YC24RKY3 Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC24RKY3-Split-Rating-Copper/dp/B00V30NG3O/ref=sr_1_202/255-0990334-3122366?ie=UTF8&qid=1485079627&s=kitchen&sr=1-202,Panasonic,CS-YC24RKY3,3 Star Rating,2 tons,49 dB,Split,,White,Remote Control,230 Volts,2045 Watts,B00V30NG3O,#358,"#3,44,814",,40546.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-UC12RKY3 Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-UC12RKY3-Split-Rating-Copper/dp/B00V30NNLY/ref=sr_1_139/255-9022543-9106847?ie=UTF8&qid=1485079627&s=kitchen&sr=1-139,Panasonic,CS-UC12RKY3,3 Star Rating,1 tons,47 dB,Split,CS/CU-UC12RKY3,White,Remote Control,230 Volts,1125 Watts,B00V30NNLY,#203,"#2,17,511",,28500.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-UC18RKY3 Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-UC18RKY3-Rating-Copper/dp/B00V4SUQTW/ref=sr_1_34/254-3833579-0934825?ie=UTF8&qid=1485079627&s=kitchen&sr=1-34,Panasonic,CS/CU-UC18RKY3,3 Star Rating,1.5 tons,48 dB,Split,CS/CU-UC18RKY3,White,Remote Control,230 Volts,1562 Watts,B00V4SUQTW,#161,"#1,73,910",,32436.0,4 reviews,"Guys plz ignore the negative responses for this product, I could sum up its freaking chill, less noisy, Catechin Filter which is Anti Bacteriostatic, Copper Coil for Efficient Heat Transfer and Long lasting, Extended Heat Exchanger in the Outdoor Unit for powerful heat transfer, Corrosion Resistant Outdoor unit for extreme Saline conditions, Indoor Unit is decently bigger. I bought this from Reliance Digital and the service was amazing, product was installed in a day with no fuzzes. At 25 C it could shiver you with a powerful blower at the lowest fan speed.","Review of  Panasonic CS-UC18RKY3-4 1.5 T Split ACThe actual model number which I bought from a Reliance Digital Store is CS-UC18RKY3-4, which I understand has a nice floral design on the main indoor unit. I am not sure if there are any other differences from the one listed here on Amazon India.Regarding the performance of the AC, I must say I am more than happy to have decided to go for a Panasonic AC. I am sorry to hear about the negative reviews from other buyers, but the unit I got from Reliance is top notch and there is hardly any sound audible. The cooling is extremely good and I was shivering even when the remote was set at 26 degrees.The outdoor unit was a little larger than the ones from other brands. This one bore a shiny metallic finish which made it stand apart from other outdoor units (mostly white) in my apartment.The only drawback is that I had to purchase extra electric wiring (~ 1 metre), water drain pipe (~ 2 metres) and a 16A 3 Pin -Top for the Stabilizer during the installation process. The installation was done 4 days after the date of purchase. BTW, Reliance offered Free standard installation and Voltage Stabilizer along with the purchase of an AC. :-)Panasonic India is providing 3 free services in the first year. This will include, among other things, gas refill if needed.Overall, I am happy with the purchase. The summers in Bangalore are getting hotter year after year and an AC seems to be a necessity now rather than a luxury.",,,,,,,3,3,5,1,1.0,0.0,1.0
"Panasonic CS-UC18RKY3-2 Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-UC18RKY3-2-Split-Rating-Copper/dp/B00V30O642/ref=sr_1_148/254-1923933-2335556?ie=UTF8&qid=1485079627&s=kitchen&sr=1-148,Panasonic,CS-UC18RKY3-2,3 Star Rating,1.5 tons,48 dB,Split,CS/CU-UC18RKY3-2,White,Remote Control,230 Volts,1730 Watts,B00V30O642,#245,"#2,57,853",,28829.0,5 reviews,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-TS24RKY Inverter Split AC (2 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-TS24RKY-Inverter-Split-Copper/dp/B00V30JGGK/ref=sr_1_285/253-4305874-8829318?ie=UTF8&qid=1485079627&s=kitchen&sr=1-285,Panasonic,CS-TS24RKY,Inverter,1.5 tons,46 dB,Split,,White,Remote Control,230 Volts,1490 Watts,B00V30JGGK,#322,"#3,17,268",,58990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic UC18RKY2 Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-UC18RKY2-Split-Rating-Copper/dp/B00YH8PZ8I/ref=sr_1_272/254-8988649-8849319?ie=UTF8&qid=1485081727&s=kitchen&sr=1-272,Panasonic,UC18RKY2,2 Star Rating,1.5 tons,48 dB,Split,UC18RKY2,White,Remote Control,230 Volts,1690 Watts,B00YH8PZ8I,#376,"#3,64,686",29500.0,28000.0,1 review,Good quality fast cooling,,,,,,,,3,3,5,1,1.0,0.0,0.0
"Panasonic UC24RKY2 Split AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-UC24RKY2-Split-Rating-Copper/dp/B00WW5T2UK/ref=sr_1_557/255-6401717-3654001?ie=UTF8&qid=1485080007&s=kitchen&sr=1-557,Panasonic,UC24RKY2,2 Star Rating,2 tons,50 dB,Split,UC24RKY2,White,Remote Control,230 Volts,2100 Watts,B00WW5T2UK,#543,"#5,20,955",,40000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-YC24RKY3 Split AC (2 Ton, Pearl, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC24RKY3-Split-Pearl-Copper/dp/B014KOIBIY/ref=sr_1_512/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-512,Panasonic,CS-YC24RKY3,,2 tons,49 dB,Split,PNC_CS-YC24RKY3_Pearl,Pearl,Remote Control,230 Volts,2045 Watts,B014KOIBIY,,,,42779.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic UC12RKY2 Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-UC12RKY2-Split-Rating-White/dp/B00YH8PJWK/ref=sr_1_538/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-538,Panasonic,UC12RKY2,2 Star Rating,1 tons,47 dB,Split,UC12RKY2,White,Remote Control,230 Volts,1200 Watts,B00YH8PJWK,,,,25990.0,1 review,"Good product , satisfied with installation, very nice cooling. No noise.",,,,,,,,3,3,5,1,1.0,0.0,0.0
"Panasonic UC12QKY2-1 Split AC (1 Ton, 2 Star Rating, Ivory, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-UC12QKY2-1-Split-Rating-Copper/dp/B00YH8P6KU/ref=sr_1_539/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-539,Panasonic,UC12QKY2-1,2 Star Rating,1 tons,43 dB,Split,UC12QKY2-1,Ivory,Remote Control,230 Volts,1100 Watts,B00YH8P6KU,,,,27500.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic UC1215YA Window AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-UC1215YA-Window-Rating-Copper/dp/B00YH8OZYI/ref=sr_1_540/253-2784943-2189700?ie=UTF8&qid=1485080007&s=kitchen&sr=1-540,Panasonic,UC1215YA,2 Star Rating,1 tons,50 dB,Window,UC1215YA,White,Remote Control,230 Volts,1180 Watts,B00YH8OZYI,#519,"#5,10,345",,19600.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic YC18RKY3-1 Split AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/PANASONIC-YC-18-RKY3-3S/dp/B01DQVXWJK/ref=sr_1_443/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-443,Panasonic,YC 18 RKY3 1 3S,3 Star,1.50 tons,48 dB,Split,1.50 TON YC 18 RKY3 1 3S,WHITE,,,,B01DQVXWJK,#493,"#4,85,379",40000.0,33800.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic 1.5 Ton 5 Star KC1816YA Window Air Conditioner White (1, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-KC1816YA-Window-Conditioner-White/dp/B01GA46MPQ/ref=sr_1_440/255-1904269-2261837?ie=UTF8&qid=1485080007&s=kitchen&sr=1-440,Panasonic,KC1816YA,5 Star,1.50 tons,40 dB,Window,8887549638169,WHITE,Remote,,1520 Watts,B01GA46MPQ,#31,"#19,195",,29988.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-S12RKY Split AC (1 Ton, Inverter Chrome, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-S12RKY-Inverter-Chrome-Copper/dp/B014KODIK0/ref=sr_1_513/255-6091695-9565635?ie=UTF8&qid=1485080007&s=kitchen&sr=1-513,Panasonic,CS-S12RKY,Inverter,1 tons,38 dB,Split,PNC_CS-S12RKY_Inverter Chrome,Inverter Chrome,Remote Control,230 Volts,1020 Watts,B014KODIK0,,,,39500.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic YC18RKYT3 Split AC (1.5 Ton, 3 Star Rating, Maroon, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-YC18RKYT3-Rating-Maroon-Copper/dp/B00YH8R53G/ref=sr_1_537/254-1149445-1496036?ie=UTF8&qid=1485082729&s=kitchen&sr=1-537,Panasonic,YC18RKYT3,3 Star Rating,1.5 tons,47 dB,Split,YC18RKYT3,Maroon,Remote Control,230 Volts,1730 Watts,B00YH8R53G,,,,39000.0,1 review,Amzing cooling capacity 5450 better amongs all in 1.5 ton categoryService is very niceFor looks -6 star,,,,,,,,3,3,5,1,1.0,0.0,0.0
"Panasonic KC18RKY Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-KC18RKY-Split-White-Copper/dp/B00RXDM4KG/ref=sr_1_741/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-741,Panasonic,KC18RKY,,1.5 tons,44 dB,Split,,White,,230 Volts,1540 Watts,B00RXDM4KG,,,,49000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CSCUXC12PKY Split AC (1 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CSCUXC12PKY-Split-Rating-Copper/dp/B00RXDLRGS/ref=sr_1_742/253-9613733-1627749?ie=UTF8&qid=1485080232&s=kitchen&sr=1-742,Panasonic,CSCUXC12PKY,5 Star Rating,1 tons,41 dB,Split,,White,,230 Volts,,B00RXDLRGS,,,,43060.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-UC12QKYT3 Split AC (1 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-UC12QKYT3-Rating-Metallic/dp/B00RGHE38U/ref=sr_1_769/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-769,Panasonic,CS/CU-UC12QKYT3,3 Star Rating,1 tons,,Split,,Metallic Red,,230 Volts,,B00RGHE38U,,,,34990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CW-UC1815YA Window AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CW-UC1815YA-Window-White-Copper/dp/B00V4T1HXA/ref=sr_1_597/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-597,Panasonic,CW-UC1815YA,2 Star Rating,1.5 tons,54 dB,Window,CW-UC1815YA,White,,,1700 Watts,B00V4T1HXA,,,28990.0,19943.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CW-YC1815YA Window AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CW-YC1815YA-Window-White-Copper/dp/B00V4TICZ6/ref=sr_1_596/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-596,Panasonic,CW-YC1815YA,,1.5 tons,53 dB,Window,CW-YC1815YA,White,,,1700 Watts,B00V4TICZ6,,,30990.0,30000.0,2 reviews,I have been using this AC since an year and I don't have any problems with it. Cooling is good even on hot days with 45 degress temperature. The AC is effecitive in a short while. It also comes with a sleep timer and remote range is good even in a big room.Few drawbacks.1) No light on remote so it becomes difficult to operate it at night2) The blue lights on AC panel emit a lot of light. The room gets a lot of visibility at night.,Zero starExtremely poor after sales service.  My ac developed a snag and it was difficult to get it fine. Even servicing nobody is interested in it. So better not to buy any such product,,,,,,,3,3,5,1,1.0,0.0,0.0
"Panasonic CS-VC18RKY2 Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-VC18RKY2-Split-Rating-Copper/dp/B00V30QH9E/ref=sr_1_598/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-598,Panasonic,CS-VC18RKY2,2 Star Rating,1.5 tons,44 dB,Split,CS/CU-VC18RKY2,White,Remote Control,230 Volts,1666 Watts,B00V30QH9E,,,,27300.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-UC12RKY2 Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-UC12RKY2-Split-Rating-Copper/dp/B00V30PFY2/ref=sr_1_600/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-600,Panasonic,CS-UC12RKY2,2 Star Rating,1 tons,47 dB,Split,,White,Remote Control,230 Volts,1200 Watts,B00V30PFY2,,,,22237.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-UC18RKY2 Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-UC18RKY2-Split-Rating-Copper/dp/B00V30POIE/ref=sr_1_599/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-599,Panasonic,CS-UC18RKY2,2 Star Rating,1.5 tons,48 dB,Split,,White,Remote Control,230 Volts,1690 Watts,B00V30POIE,,,,26461.0,1 review,itscopper condensercopper pipes included in installing kit5 year warranty on compressor1 year on all unit.installing charges are rs 1500/- +  if any add of copper pipes needed then they charge rs 250/- per sq ft,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CW-YC1814YA Window AC (1.5 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CW-YC1814YA-Window-Rating-Copper/dp/B00RB9J48W/ref=sr_1_812/253-2439363-4557959?ie=UTF8&qid=1485080232&s=kitchen&sr=1-812,Panasonic,CW-YC1814YA,3 Star Rating,1.5 tons,,Window,CW-YC1814YA,White,,,,B00RB9J48W,#707,"#6,48,958",,35490.0,1 review,Please don't buy Panasonic window air conditioners. My new ac kinked off within 6 months. Service people from Panasonic found that refrigerant has totally leaked off. New ac not even 6 months old. They have so far refused a replacement.,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic KC-18QKY Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-KC-18QKY-Split-Rating-Copper/dp/B00RB9IT9C/ref=sr_1_813/253-2439363-4557959?ie=UTF8&qid=1485080232&s=kitchen&sr=1-813,Panasonic,KC-18QKY,5 Star Rating,1.5 tons,,Split,,White,,230 Volts,1540 Watts,B00RB9IT9C,,,,48990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CW-KC1814YA Window AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CW-KC1814YA-Window-Rating-Copper/dp/B00RB9J7CA/ref=sr_1_811/253-2439363-4557959?ie=UTF8&qid=1485080232&s=kitchen&sr=1-811,Panasonic,CW-KC1814YA,5 Star Rating,1.5 tons,,Window,CW-KC1814YA,White,,230 Volts,,B00RB9J7CA,,,39490.0,34500.0,1 review,Want to give zero star rating for Panasonic a/cs. I bought this window type in Sept.'14 and it started to become ineffective since last month. Panasonic service centre have washed their hands off. I am left with a defective set now. Please don't buy Panasonic.,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic YC12RKY3 Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-YC12RKY3-Split-Rating-Copper/dp/B00VE5FEP6/ref=sr_1_595/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-595,Panasonic,YC12RKY3,3 Star Rating,1 tons,54 dB,Split,YC12RKY3,White,Remote Control,230 Volts,1125 Watts,B00VE5FEP6,,,,29647.0,2 reviews,Very good,"Very silent operation, paintless outdoor unit, a decent Air Conditioner",,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic YC12RKY2 Split AC (1 Ton, 2 Star Rating, White): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-YC12RKY2-Split-Rating-White/dp/B00VMYGI9K/ref=sr_1_591/255-2449294-7868049?ie=UTF8&qid=1485080232&s=kitchen&sr=1-591,Panasonic,YC12RKY2,2 Star Rating,1 tons,47 dB,Split,YC12RKY2,White,Remote Control,230 Volts,1100 Watts,B00VMYGI9K,,,,28000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-UC24RKY3 Split AC (2 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-UC24RKY3-Split-Rating-Copper/dp/B00V30OF02/ref=sr_1_604/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-604,Panasonic,CS-UC24RKY3,3 Star Rating,2 tons,50 dB,Split,CS/CU-UC24RKY3,White,Remote Control,230 Volts,2015 Watts,B00V30OF02,#721,"#6,51,054",,41800.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-YC12RKYT3 Split AC (1 Ton, 3 Star Rating, Maroon, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC12RKYT3-Rating-Maroon-Copper/dp/B00V30MF90/ref=sr_1_606/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-606,Panasonic,CS-YC12RKYT3,3 Star Rating,1 tons,47 dB,Split,,Maroon,Remote Control,230 Volts,1125 Watts,B00V30MF90,,,,29990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-YC18RKY2 Split AC (1.5 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC18RKY2-Split-Rating-Copper/dp/B00V30P0P6/ref=sr_1_602/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-602,Panasonic,CS-YC18RKY2,2 Star Rating,1.5 tons,52 dB,Split,,White,Remote Control,230 Volts,1690 Watts,B00V30P0P6,#583,"#5,60,760",,33500.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-TS18RKY Inverter Split AC (1.5 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-TS18RKY-Inverter-Split-Copper/dp/B00V30JAKW/ref=sr_1_610/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-610,Panasonic,CS-TS18RKY,Inverter,1.5 tons,45 dB,Split,,White,Remote Control,230 Volts,1490 Watts,B00V30JAKW,,,,37500.0,2 reviews,"Purchased from local vendor just for Rs. 48K, cooling is good but no sideways swing, no auto clean option",Failure model wrost piece ever. No side swing overall,,,,,,,3,3,5,1,1.0,0.0,0.0
"Panasonic CS-YC12RKY3 Split AC (1 Ton, 3 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC12RKY3-Split-Rating-Copper/dp/B00V30M8JM/ref=sr_1_607/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-607,Panasonic,CS-YC12RKY3,3 Star Rating,1 tons,47 dB,Split,,White,Remote Control,230 Volts,1125 Watts,B00V30M8JM,,,,30150.0,1 review,fantastic AC but better buy from Shop,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-YC12RKY2 Split AC (1 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC12RKY2-Split-Rating-Copper/dp/B00V30ORCI/ref=sr_1_603/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-603,Panasonic,CS-YC12RKY2,2 Star Rating,1 tons,47 dB,Split,,White,Remote Control,230 Volts,1100 Watts,B00V30ORCI,,,,28000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-YC18RKYT3 Split AC (1.5 Ton, 3 Star Rating, Maroon, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC18RKYT3-Rating-Maroon-Copper/dp/B00V30MZP4/ref=sr_1_605/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-605,Panasonic,CS-YC18RKYT3,3 Star Rating,1.5 tons,47 dB,Split,,Maroon,Remote Control,230 Volts,1730 Watts,B00V30MZP4,,,,39000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-TS12RKY Inverter Split AC (1 Ton, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-TS12RKY-Inverter-Split-Copper/dp/B00V30J4QM/ref=sr_1_611/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-611,Panasonic,CS-TS12RKY,Inverter,1 tons,38 dB,Split,,White,Remote Control,230 Volts,1000 Watts,B00V30J4QM,,,,43000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-KC18QKY Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-KC18QKY-Rating-Copper/dp/B00RGHDALG/ref=sr_1_779/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-779,Panasonic,CS/CU-KC18QKY,5 Star Rating,1.5 tons,,Split,,White,,230 Volts,1540 Watts,B00RGHDALG,,,,46990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC18QKYT3 Split AC (1.5 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC18QKYT3-Rating-Metallic/dp/B00RGHDHG4/ref=sr_1_777/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-777,Panasonic,CS/CU-YC18QKYT3,3 Star Rating,1.5 tons,,Split,,Metallic Red,,,,B00RGHDHG4,,,,41990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC18QKYS3 Split AC (1.5 Ton, 3 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC18QKYS3-Rating-Silver/dp/B00RGHDPZ2/ref=sr_1_774/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-774,Panasonic,CS/CU-YC18QKYS3,3 Star Rating,1.5 tons,,Split,,Silver,,230 Volts,,B00RGHDPZ2,,,,33652.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC24QKYS3 Split AC (2 Ton, 3 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC24QKYS3-Rating-Silver/dp/B00RGHDS9K/ref=sr_1_773/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-773,Panasonic,CS/CU-YC24QKYS3,3 Star Rating,2 tons,,Split,,Silver,,,,B00RGHDS9K,,,,50990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC12QKYS3 Split AC (1 Ton, 3 Star Rating, Silver, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC12QKYS3-Rating-Silver/dp/B00RGHDN40/ref=sr_1_775/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-775,Panasonic,CS/CU-YC12QKYS3,3 Star Rating,1 tons,,Split,,Silver,,,,B00RGHDN40,,,,36990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-RC18RKY1 Split AC (1.5 Ton, 5 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-RC18RKY1-Split-Rating-Copper/dp/B00V30LB90/ref=sr_1_609/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-609,Panasonic,CS-RC18RKY1,5 Star Rating,1.5 tons,44 dB,Split,,White,Remote Control,230 Volts,1560 Watts,B00V30LB90,#670,"#6,36,703",,44000.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC24QKYH3 Split AC (2 Ton, 3 Star Rating, Metallic Grey, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC24QKYH3-Rating-Metallic/dp/B00RGHE0LU/ref=sr_1_770/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-770,Panasonic,CS/CU-YC24QKYH3,3 Star Rating,2 tons,,Split,,Metallic Grey,,230 Volts,,B00RGHE0LU,,,,50990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS-YC24RKY2 Split AC (2 Ton, 2 Star Rating, White, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-YC24RKY2-Split-Rating-Copper/dp/B00V30P9R0/ref=sr_1_601/254-9074500-4967211?ie=UTF8&qid=1485080232&s=kitchen&sr=1-601,Panasonic,CS-YC24RKY2,2 Star Rating,2 tons,52 dB,Split,,White,Remote Control,230 Volts,2100 Watts,B00V30P9R0,,,,39995.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC18QKYH3 Split AC (1.5 Ton, 3 Star Rating, Metallic Grey, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC18QKYH3-Rating-Metallic/dp/B00RGHDXZE/ref=sr_1_771/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-771,Panasonic,CS/CU-YC18QKYH3,3 Star Rating,1.5 tons,,Split,,Metallic Grey,,230 Volts,,B00RGHDXZE,,,,41990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
"Panasonic CS/CU-YC24QKYT3 Split AC (2 Ton, 3 Star Rating, Metallic Red, Copper): Amazon.in: Home & Kitchen",http://www.amazon.in/Panasonic-CS-CU-YC24QKYT3-Rating-Metallic/dp/B00RGHDK2K/ref=sr_1_776/254-1312083-3826263?ie=UTF8&qid=1485080232&s=kitchen&sr=1-776,Panasonic,CS/CU-YC24QKYT3,3 Star Rating,2 tons,,Split,,Metallic Red,,,,B00RGHDK2K,,,,50990.0,,,,,,,,,,3,3,5,1,0.0,0.0,0.0
